date,Country,App,device,downloads,active_users,total_sessions,total_minutes,usage_penetration,open_rate,mb_per_user,mb_per_session
2020-05-04,B,X,ios,11763,60154,245052,724022,2.577,19.5719,,
2020-05-04,B,Z,ios,5202,40063,177491,289779,1.7163,17.0286,,
2020-05-11,A,Y,ios,27110,262284,1663450,3160040,3.4725,14.2475,,
2020-05-11,A,X,ios,38589,233384,1128010,2263548,3.0898,18.9166,,
2020-05-11,A,Z,ios,3948,25905,160181,200422,0.343,18.4866,,
2020-05-11,B,Y,ios,2609,16980,126282,271232,0.7274,3.3177,,
2020-05-11,B,X,ios,16012,75655,291374,802678,3.2411,24.4019,,
2020-05-11,B,Z,ios,5125,48015,228936,511624,2.057,19.6955,,
2020-05-18,A,Y,ios,56185,287496,1886672,3868878,3.8062,15.6953,,
2020-05-18,A,X,ios,61046,397356,1885740,3617537,5.2607,28.538,,
2020-05-18,A,Z,ios,10440,38774,228922,293200,0.5133,25.1699,,
2020-05-18,B,Y,ios,2912,19444,108406,200799,0.833,3.5401,,
2020-05-18,B,X,ios,13462,70793,288730,855559,3.0328,22.1855,,
2020-05-18,B,Z,ios,5435,42278,206568,380261,1.8112,18.1707,,
2020-05-25,A,Y,ios,41823,280642,1682687,2861662,3.7166,15.1113,,
2020-05-25,A,X,ios,64631,378256,1843971,3783905,5.0094,27.2407,,
2020-05-25,A,Z,ios,4865,26688,156672,245655,0.3534,18.4757,,
2020-05-25,B,Y,ios,2795,18765,118859,238174,0.799,3.5787,,
2020-05-25,B,X,ios,14962,84495,327823,957908,3.5978,26.8215,,
2020-05-25,B,Z,ios,5179,48349,221960,420596,2.0587,19.9781,,
2020-06-01,A,Y,ios,29818,293531,1698687,3100276,3.8873,15.1397,,
2020-06-01,A,X,ios,55821,412111,2093102,4100340,5.4578,28.5521,,
2020-06-01,A,Z,ios,3365,22554,126453,150133,0.2987,16.1132,,
2020-06-01,B,Y,ios,3585,23380,106536,253739,0.9955,4.104,,
2020-06-01,B,X,ios,12854,73103,342466,1104364,3.1127,23.2936,,
2020-06-01,B,Z,ios,5583,47177,230924,493895,2.0088,19.4815,,
2020-06-08,A,Y,ios,46255,314307,1853951,3429818,4.1625,15.9555,,
2020-06-08,A,X,ios,79466,466544,2524120,5350798,6.1786,32.4207,,
2020-06-08,A,Z,ios,5887,27883,123503,199333,0.3693,19.0213,,
2020-06-08,B,Y,ios,2961,20421,119251,189181,0.8695,3.6831,,
2020-06-08,B,X,ios,10853,72102,275524,801105,3.0701,22.6425,,
2020-06-08,B,Z,ios,4508,37841,185006,418251,1.6113,15.7872,,
2020-06-15,A,Y,ios,40538,326432,1912421,3447125,4.3231,16.7241,,
2020-06-15,A,X,ios,72972,527198,3024307,6970655,6.9819,36.6641,,
2020-06-15,A,Z,ios,6385,32451,165383,247294,0.4298,21.4353,,
2020-06-15,B,Y,ios,3433,24525,128836,317240,1.0443,4.1247,,
2020-06-15,B,X,ios,11757,79569,310982,932859,3.3881,25.1234,,
2020-06-15,B,Z,ios,4605,43670,193922,395186,1.8595,16.9004,,
2020-06-22,A,Y,ios,45999,373937,2291813,4183997,4.9522,19.5482,,
2020-06-22,A,X,ios,80719,583300,3493223,7603495,7.7249,40.0374,,
2020-06-22,A,Z,ios,6519,28832,187613,264469,0.3818,19.4795,,
2020-06-22,B,Y,ios,4164,27802,127360,196449,1.1838,4.8072,,
2020-06-22,B,X,ios,24983,122841,631739,2008699,5.2306,37.6023,,
2020-06-22,B,Z,ios,6038,48386,238085,558731,2.0603,19.7082,,
2020-06-29,A,Y,ios,40886,410306,2358091,4003696,5.4367,20.1877,,
2020-06-29,A,X,ios,61450,554549,2873303,5869406,7.348,37.9051,,
2020-06-29,A,Z,ios,7507,36253,192664,242431,0.4804,23.2938,,
2020-06-29,B,Y,ios,5143,24842,144645,282665,1.0539,4.3856,,
2020-06-29,B,X,ios,27367,116551,542574,1579845,4.9448,34.3209,,
2020-06-29,B,Z,ios,6585,53184,293335,702216,2.2564,21.2184,,
2020-07-06,A,Y,ios,53494,427340,2666034,4740557,5.6624,21.1531,,
2020-07-06,A,X,ios,51166,563558,2952111,6188155,7.4674,38.0409,,
2020-07-06,A,Z,ios,3988,28761,171060,231498,0.3811,19.2769,,
2020-07-06,B,Y,ios,4209,27728,163379,302504,1.1764,4.7441,,
2020-07-06,B,X,ios,18875,103086,447301,1247226,4.3735,31.54,,
2020-07-06,B,Z,ios,6257,54007,288954,636739,2.2913,20.8345,,
2020-07-13,A,Y,ios,42778,413788,2553736,5069848,5.4829,20.2214,,
2020-07-13,A,X,ios,72626,674862,3443520,7179669,8.9422,43.4177,,
2020-07-13,A,Z,ios,4245,24118,151942,181962,0.3196,16.7041,,
2020-07-13,B,Y,ios,5467,25911,108291,223124,1.0993,4.5404,,
2020-07-13,B,X,ios,15047,103179,438181,1196487,4.3774,31.063,,
2020-07-13,B,Z,ios,6750,55313,272580,584806,2.3467,21.7702,,
2020-07-20,A,Y,ios,36803,420167,2683616,5018993,5.5674,20.7648,,
2020-07-20,A,X,ios,70212,675275,3716108,8572035,8.9477,43.3553,,
2020-07-20,A,Z,ios,6149,35950,284721,367581,0.4764,22.6743,,
2020-07-20,B,Y,ios,4272,25999,108356,305797,1.103,4.3356,,
2020-07-20,B,X,ios,13387,102600,474913,1444282,4.3529,30.668,,
2020-07-20,B,Z,ios,6854,52809,238142,442702,2.2405,20.3915,,
2020-07-27,A,Y,ios,35522,521730,3259918,6081087,6.9331,24.6807,,
2020-07-27,A,X,ios,64813,812485,4364873,9549520,10.7968,50.7248,,
2020-07-27,A,Z,ios,3742,29025,186321,278738,0.3857,19.0402,,
2020-07-27,B,Y,ios,3905,25474,84533,143526,1.0785,4.075,,
2020-07-27,B,X,ios,14966,105080,491524,1451239,4.4488,31.5018,,
2020-07-27,B,Z,ios,6650,48795,198227,384266,2.0659,18.4193,,
2020-08-03,A,Y,ios,34970,433171,2447316,4014142,5.7562,21.3771,,
2020-08-03,A,X,ios,70995,754100,4268905,9198830,10.021,47.7272,,
2020-08-03,A,Z,ios,4413,36279,222094,245321,0.4821,22.6659,,
2020-08-03,B,Y,ios,4051,24786,92125,214201,1.0494,4.1878,,
2020-08-03,B,X,ios,12053,89794,403670,1295977,3.8017,27.1399,,
2020-08-03,B,Z,ios,5242,48247,235146,530447,2.0427,18.926,,
2020-08-10,A,Y,ios,35098,409767,2412092,4373733,5.4452,20.3609,,
2020-08-10,A,X,ios,74009,675513,3477361,7045148,8.9767,43.5774,,
2020-08-10,A,Z,ios,6082,40176,223303,336880,0.5339,24.5728,,
2020-08-10,B,Y,ios,4412,25995,95113,204137,1.1006,4.3495,,
2020-08-10,B,X,ios,14155,98159,445538,1360199,4.1558,29.222,,
2020-08-10,B,Z,ios,5920,49421,230303,548185,2.0924,19.4108,,
2020-08-17,A,Y,ios,30869,456176,2665494,4780152,6.062,22.0986,,
2020-08-17,A,X,ios,63674,732697,4218731,9267914,9.7365,46.5106,,
2020-08-17,A,Z,ios,5804,32945,161811,202212,0.4378,20.9026,,
2020-08-17,B,Y,ios,3667,21745,96173,157963,0.9206,3.656,,
2020-08-17,B,X,ios,20124,123040,600628,1905724,5.2093,36.3032,,
2020-08-17,B,Z,ios,6480,49084,246535,572936,2.0781,18.9465,,
2020-08-24,A,Y,ios,30161,378489,2436395,4776840,5.0296,19.1372,,
2020-08-24,A,X,ios,52378,704594,3912874,8783233,9.3631,44.7988,,
2020-08-24,A,Z,ios,5207,27624,132344,139060,0.3671,18.1114,,
2020-08-24,B,Y,ios,4314,25690,113991,212771,1.0877,4.3531,,
2020-08-24,B,X,ios,22259,123397,525526,1492949,5.2244,35.3911,,
2020-08-24,B,Z,ios,8269,53173,261086,538721,2.2512,19.969,,
2020-08-31,A,Y,ios,31866,473062,2979186,6251060,6.3026,23.4215,,
2020-08-31,A,X,ios,57018,781941,4513185,10002185,10.4177,47.6542,,
2020-08-31,A,Z,ios,5049,28236,113542,106492,0.3762,18.4312,,
2020-08-31,B,Y,ios,3513,20055,99883,234288,0.8509,3.3967,,
2020-08-31,B,X,ios,17443,103692,428363,1237954,4.3995,30.3561,,
2020-08-31,B,Z,ios,5314,47139,209334,430433,2,17.9162,,
2020-09-07,A,Y,ios,41706,465518,2883392,5620387,6.2021,22.9159,,
2020-09-07,A,X,ios,60502,787536,4266696,9323791,10.4923,48.484,,
2020-09-07,A,Z,ios,4013,20969,103255,161730,0.2794,14.43,,
2020-09-07,B,Y,ios,3639,20640,80394,177906,0.8757,3.573,,
2020-09-07,B,X,ios,24091,128802,533207,1651924,5.4649,36.0272,,
2020-09-07,B,Z,ios,6552,43747,211336,471369,1.8562,16.2353,,
2020-09-14,A,Y,ios,33746,496385,3153469,6324165,6.6133,24.2966,,
2020-09-14,A,X,ios,50892,839638,4809877,11163246,11.1864,50.5327,,
2020-09-14,A,Z,ios,6089,37305,195633,322054,0.497,22.2113,,
2020-09-14,B,Y,ios,3276,21160,105200,241524,0.8978,3.7554,,
2020-09-14,B,X,ios,18197,119015,503595,1436909,5.0497,34.0007,,
2020-09-14,B,Z,ios,5770,49437,230799,453233,2.0976,19.0066,,
2020-09-21,A,Y,ios,38118,495851,3243609,6529620,6.6062,24.1529,,
2020-09-21,A,X,ios,56905,858455,4891126,10136057,11.4371,51.5792,,
2020-09-21,A,Z,ios,4239,20534,133762,254480,0.2736,13.4336,,
2020-09-21,B,Y,ios,3731,25200,86059,184940,1.0692,4.266,,
2020-09-21,B,X,ios,19766,112398,459137,1289963,4.7689,31.3775,,
2020-09-21,B,Z,ios,6047,48117,204766,367053,2.0416,18.1525,,
2020-09-28,A,Y,ios,31425,513692,3160838,5371937,6.8611,25.0923,,
2020-09-28,A,X,ios,46707,946429,5139618,9560365,12.6409,55.7965,,
2020-09-28,A,Z,ios,3686,26572,176588,243792,0.3549,16.4182,,
2020-09-28,B,Y,ios,4621,26127,100456,193876,1.1065,4.3828,,
2020-09-28,B,X,ios,15580,107673,500693,1398711,4.56,30.6828,,
2020-09-28,B,Z,ios,6630,54597,245233,427839,2.3122,20.1858,,
2020-10-05,A,Y,ios,40669,572529,3751990,7342324,7.6469,27.5382,,
2020-10-05,A,X,ios,81016,1113011,5960056,10986260,14.8658,64.2458,,
2020-10-05,A,Z,ios,4330,38157,199617,347894,0.5096,21.6855,,
2020-10-05,B,Y,ios,3959,22178,125902,292231,0.9393,3.7419,,
2020-10-05,B,X,ios,13433,109270,505140,1332145,4.6276,30.3517,,
2020-10-05,B,Z,ios,5000,49317,265705,566469,2.0886,18.2443,,
2020-10-12,A,Y,ios,38291,617064,3992194,8008311,8.2417,28.4207,,
2020-10-12,A,X,ios,85008,1061601,5741996,10364515,14.1791,60.6099,,
2020-10-12,A,Z,ios,3879,32646,187659,342176,0.436,19.1057,,
2020-10-12,B,Y,ios,3845,22072,96566,180355,0.9348,3.828,,
2020-10-12,B,X,ios,20461,107660,474814,1017680,4.5594,29.462,,
2020-10-12,B,Z,ios,6822,45351,234782,491785,1.9206,17.9013,,
2020-10-19,A,Y,ios,30899,534389,3643627,7327886,7.1375,25.3202,,
2020-10-19,A,X,ios,66045,999340,5266443,9156813,13.3476,57.4138,,
2020-10-19,A,Z,ios,5196,40169,222994,279303,0.5365,22.4726,,
2020-10-19,B,Y,ios,3263,21282,94421,271133,0.9013,3.6218,,
2020-10-19,B,X,ios,25248,101438,454151,951362,4.2959,28.1817,,
2020-10-19,B,Z,ios,6440,48348,232124,443594,2.0475,18.9049,,
2020-10-26,A,Y,ios,29606,485121,3206262,6096718,6.4678,23.4255,,
2020-10-26,A,X,ios,57790,930273,4961419,8999608,12.4027,54.2355,,
2020-10-26,A,Z,ios,5549,36476,173811,219496,0.4863,20.7885,,
2020-10-26,B,Y,ios,3004,16964,54761,100077,0.7177,2.8666,,
2020-10-26,B,X,ios,23281,121655,562274,1178098,5.147,33.9785,,
2020-10-26,B,Z,ios,6416,45067,262732,567553,1.9067,17.2876,,
2020-11-02,A,Y,ios,35680,554169,4030998,8583077,7.3883,25.3459,,
2020-11-02,A,X,ios,57916,917593,5059496,8807104,12.2336,52.463,,
2020-11-02,A,Z,ios,3517,19049,114336,122224,0.254,12.0033,,
2020-11-02,B,Y,ios,2704,20268,64312,155000,0.8575,3.5123,,
2020-11-02,B,X,ios,7373,98450,383758,750382,4.1652,27.8986,,
2020-11-02,B,Z,ios,3992,44649,226103,448744,1.889,17.0737,,
2020-11-09,A,Y,ios,30117,494592,3405294,7119266,6.594,23.1669,,
2020-11-09,A,X,ios,48825,900678,4661090,7673583,12.0081,51.5955,,
2020-11-09,A,Z,ios,3194,18235,72955,61558,0.2431,11.5897,,
2020-11-09,B,Y,ios,2880,20840,71672,135144,0.8817,3.2168,,
2020-11-09,B,X,ios,7765,107213,502095,1091386,4.536,29.7677,,
2020-11-09,B,Z,ios,4213,49319,251567,441116,2.0866,17.761,,
2020-11-16,A,Y,ios,28008,603910,4400167,8849618,8.0515,27.2428,,
2020-11-16,A,X,ios,50350,1078604,5754925,10037116,14.3802,59.3179,,
2020-11-16,A,Z,ios,5079,35542,161556,196273,0.4738,18.9854,,
2020-11-16,B,Y,ios,3018,21753,83650,146367,0.9203,3.5989,,
2020-11-16,B,X,ios,7673,105118,476077,983926,4.4473,29.3928,,
2020-11-16,B,Z,ios,4479,49157,280089,563015,2.0797,17.817,,
2020-11-23,A,Y,ios,26094,539773,3936646,8840534,7.1964,24.2549,,
2020-11-23,A,X,ios,48509,887843,4853576,8578562,11.837,49.5033,,
2020-11-23,A,Z,ios,3804,18679,119481,164106,0.249,11.0242,,
2020-11-23,B,Y,ios,3206,19650,83642,178787,0.8314,3.0925,,
2020-11-23,B,X,ios,11412,95692,458860,877431,4.0485,26.3308,,
2020-11-23,B,Z,ios,6013,44251,276859,537922,1.8722,16.6639,,
2020-11-30,A,Y,ios,38340,582439,4397070,9274128,7.7745,26.6019,,
2020-11-30,A,X,ios,79357,1036511,5998107,11170098,13.8356,57.441,,
2020-11-30,A,Z,ios,4523,25795,185171,223885,0.3443,14.1459,,
2020-11-30,B,Y,ios,2751,17274,61372,121150,0.7336,2.7098,,
2020-11-30,B,X,ios,13100,111207,477184,1073864,4.7225,29.6858,,
2020-11-30,B,Z,ios,5177,47151,247265,506847,2.0023,17.5611,,
2020-12-07,A,Y,ios,27339,535631,3810107,7614465,7.1497,24.1578,,
2020-12-07,A,X,ios,44744,891697,4805947,8263259,11.9026,49.6978,,
2020-12-07,A,Z,ios,2978,18325,85927,84379,0.2446,10.6672,,
2020-12-07,B,Y,ios,3222,18091,57312,116003,0.7683,3.0656,,
2020-12-07,B,X,ios,12070,110333,480201,1017317,4.6854,29.736,,
2020-12-07,B,Z,ios,6586,53305,319328,646656,2.2637,18.4162,,
2020-12-14,A,Y,ios,41834,576745,4231783,8959830,7.6985,25.8725,,
2020-12-14,A,X,ios,40964,926009,5208808,9014807,12.3606,51.4053,,
2020-12-14,A,Z,ios,3133,30197,149606,164351,0.4031,15.5615,,
2020-12-14,B,Y,ios,2272,20482,67506,137416,0.8698,3.4579,,
2020-12-14,B,X,ios,7841,99110,397904,777053,4.2088,27.8013,,
2020-12-14,B,Z,ios,4631,53381,287568,556577,2.2669,19.3296,,
2020-12-21,A,Y,ios,27439,484141,3575019,7471926,6.4624,22.0231,,
2020-12-21,A,X,ios,43076,921174,4721761,7755751,12.296,51.1667,,
2020-12-21,A,Z,ios,2873,20956,106663,184243,0.2797,11.5035,,
2020-12-21,B,Y,ios,2908,17134,85326,176779,0.7276,2.9123,,
2020-12-21,B,X,ios,11950,120085,571784,1192577,5.0995,33.0841,,
2020-12-21,B,Z,ios,7944,66092,313001,550357,2.8067,22.9654,,
2020-12-28,A,Y,ios,31552,578104,4532149,9745062,7.752,25.6161,,
2020-12-28,A,X,ios,54232,1049527,6197309,11141994,14.0736,55.9819,,
2020-12-28,A,Z,ios,3370,21494,123250,152347,0.2882,11.7384,,
2020-12-28,B,Y,ios,3638,24094,74990,111708,1.0233,3.752,,
2020-12-28,B,X,ios,16693,132707,586868,1140321,5.6363,36.1665,,
2020-12-28,B,Z,ios,10236,68685,326162,666845,2.9172,23.6409,,
2021-01-04,A,Y,ios,23628,509581,3830795,8144808,6.8332,22.9098,,
2021-01-04,A,X,ios,43160,973342,5851487,8333265,13.052,52.9745,,
2021-01-04,A,Z,ios,2565,32085,146545,127168,0.4302,15.9508,,
2021-01-04,B,Y,ios,3353,20418,64641,105247,0.8672,2.8814,,
2021-01-04,B,X,ios,12836,95933,427111,839226,4.0745,26.286,,
2021-01-04,B,Z,ios,6975,50158,249404,477030,2.1303,17.7689,,
2021-01-11,A,Y,ios,21069,547346,4056594,9165942,7.3396,23.7275,,
2021-01-11,A,X,ios,36521,984176,5913063,7616225,13.1972,52.5429,,
2021-01-11,A,Z,ios,2865,24741,95977,93769,0.3318,12.8897,,
2021-01-11,B,Y,ios,2566,20460,86252,229766,0.869,3.1911,,
2021-01-11,B,X,ios,10381,99244,469348,940122,4.2151,28.1967,,
2021-01-11,B,Z,ios,6371,55002,254563,467682,2.3361,20.403,,
2021-01-18,A,Y,ios,25089,555782,3669720,6848421,7.4527,24.659,,
2021-01-18,A,X,ios,43427,1003362,6969795,8683520,13.4545,53.7644,,
2021-01-18,A,Z,ios,2384,18010,78183,76339,0.2415,9.9228,,
2021-01-18,B,Y,ios,2333,21585,76589,132206,0.9168,3.2378,,
2021-01-18,B,X,ios,10909,109861,533477,1020026,4.666,29.4273,,
2021-01-18,B,Z,ios,5721,49379,249485,465753,2.0972,17.6985,,
2021-01-25,A,Y,ios,27781,545832,4284812,8978332,7.3204,25.1982,,
2021-01-25,A,X,ios,42177,988527,6820190,7660788,13.2575,54.5175,,
2021-01-25,A,Z,ios,4234,40030,173027,163791,0.5369,17.7216,,
2021-01-25,B,Y,ios,3790,27464,112319,195860,1.1647,3.9663,,
2021-01-25,B,X,ios,17773,134728,700148,1391524,5.7136,36.4765,,
2021-01-25,B,Z,ios,10327,70946,354690,743045,3.0087,24.4119,,
2021-02-01,A,Y,ios,26314,533938,4064737,9037780,7.1608,23.2952,,
2021-02-01,A,X,ios,39649,928736,5373902,6677791,12.4556,49.9931,,
2021-02-01,A,Z,ios,5426,25809,143914,158005,0.3461,12.2997,,
2021-02-01,B,Y,ios,5021,28535,95947,204264,1.2101,4.17,,
2021-02-01,B,X,ios,16333,140683,669059,1398059,5.9662,37.383,,
2021-02-01,B,Z,ios,9734,67941,299648,692504,2.8813,23.624,,
2021-02-08,A,Y,ios,24940,535006,3853589,8614878,7.1752,23.1593,,
2021-02-08,A,X,ios,40229,882094,4953896,6743801,11.8301,47.9728,,
2021-02-08,A,Z,ios,6033,30502,168231,255700,0.4091,14.0264,,
2021-02-08,B,Y,ios,6004,37125,174096,409449,1.5744,5.4262,,
2021-02-08,B,X,ios,21461,165803,859254,1835701,7.0315,43.4742,,
2021-02-08,B,Z,ios,14093,90119,456240,1008302,3.8218,30.4102,,
2021-02-15,A,Y,ios,32639,567644,4149510,9097564,7.6129,24.5582,,
2021-02-15,A,X,ios,31962,931113,5483030,7931933,12.4875,50.2769,,
2021-02-15,A,Z,ios,6960,41018,209911,260171,0.5501,17.6453,,
2021-02-15,B,Y,ios,5423,33351,136447,303365,1.4143,4.5126,,
2021-02-15,B,X,ios,19723,163397,905972,2062836,6.9294,43.1113,,
2021-02-15,B,Z,ios,13365,96276,500192,1043465,4.0829,32.4431,,
2021-02-22,A,Y,ios,21379,512627,3434536,6922922,6.875,22.6401,,
2021-02-22,A,X,ios,31740,883856,4879702,7147772,11.8537,47.1638,,
2021-02-22,A,Z,ios,4915,24894,128560,154707,0.3339,11.6227,,
2021-02-22,B,Y,ios,4076,35278,139895,280848,1.4961,4.8305,,
2021-02-22,B,X,ios,18106,166717,913324,1963597,7.0702,43.4882,,
2021-02-22,B,Z,ios,10281,93080,463888,1007295,3.9474,31.2124,,
2021-03-01,A,Y,ios,20227,483863,3302231,6639305,6.4991,21.3823,,
2021-03-01,A,X,ios,32414,949712,5738788,9665306,12.7562,51.1041,,
2021-03-01,A,Z,ios,3728,24167,127127,120108,0.3246,11.3497,,
2021-03-01,B,Y,ios,4100,33857,160893,399055,1.4322,4.4188,,
2021-03-01,B,X,ios,20254,176394,963700,2072293,7.4617,45.1724,,
2021-03-01,B,Z,ios,12443,91813,547435,1319570,3.8838,30.2767,,
2021-03-08,A,Y,ios,25258,578943,3846627,7802720,7.7762,25.5352,,
2021-03-08,A,X,ios,45321,1062263,7247210,13027482,14.268,57.6108,,
2021-03-08,A,Z,ios,3882,24100,115431,170512,0.3237,11.3244,,
2021-03-08,B,Y,ios,4697,31477,144087,379515,1.3315,4.5138,,
2021-03-08,B,X,ios,20383,186926,994761,2313125,7.9073,47.0832,,
2021-03-08,B,Z,ios,12191,101188,561481,1279508,4.2804,33.6353,,
2021-03-15,A,Y,ios,23428,485441,3239960,6064647,6.5203,22.0726,,
2021-03-15,A,X,ios,44728,1102976,7153607,12396867,14.8148,59.3741,,
2021-03-15,A,Z,ios,4130,33172,165596,244999,0.4456,14.4961,,
2021-03-15,B,Y,ios,6389,41272,206717,554982,1.7459,5.3821,,
2021-03-15,B,X,ios,21978,187558,1001770,2349547,7.934,46.9148,,
2021-03-15,B,Z,ios,12479,102450,523437,1130469,4.3338,33.8712,,
2021-03-22,A,Y,ios,21075,535109,3753098,7863004,7.1874,24.1111,,
2021-03-22,A,X,ios,33693,1070998,7206041,12164180,14.3853,58.0501,,
2021-03-22,A,Z,ios,4265,26338,132807,170804,0.3538,12.0041,,
2021-03-22,B,Y,ios,10873,54377,279059,786414,2.3002,7.0339,,
2021-03-22,B,X,ios,30873,225021,1233144,2930078,9.5187,56.5846,,
2021-03-22,B,Z,ios,19904,117392,626836,1465278,4.9659,39.2211,,
2021-03-29,A,Y,ios,28109,605709,4369787,9275530,8.1787,26.2092,,
2021-03-29,A,X,ios,53901,1162529,7940365,15138076,13.1573,61.108,,
2021-03-29,A,Z,ios,3973,24145,131412,145850,0.326,11.191,,
2021-03-29,B,Y,ios,13340,62329,308038,743815,2.626,7.8875,,
2021-03-29,B,X,ios,34602,250744,1388867,3310027,10.5642,62.3674,,
2021-03-29,B,Z,ios,21922,136929,842150,2402592,5.769,44.5951,,
2021-04-05,A,Y,ios,25808,619973,4700731,9995133,8.3713,27.5071,,
2021-04-05,A,X,ios,46116,1134816,7088658,12172328,12.8437,59.1565,,
2021-04-05,A,Z,ios,3660,30185,148143,159752,0.4076,13.3239,,
2021-04-05,B,Y,ios,11177,58023,322448,932370,2.4446,7.3067,,
2021-04-05,B,X,ios,25753,235736,1299703,3071098,9.9319,59.65,,
2021-04-05,B,Z,ios,16249,133208,775978,1958291,5.6122,42.0852,,
2021-04-12,A,Y,ios,20651,554097,3993858,8397360,7.4818,24.2275,,
2021-04-12,A,X,ios,41446,1089606,6149935,9660089,12.332,56.0089,,
2021-04-12,A,Z,ios,1047,10585,53029,60653,0.1429,5.3698,,
2021-04-12,B,Y,ios,9739,52536,222709,489258,2.2134,6.7428,,
2021-04-12,B,X,ios,24554,213882,1165614,2779240,9.0111,54.4071,,
2021-04-12,B,Z,ios,14066,109427,564519,1242185,4.6103,37.123,,
2021-04-19,A,Y,ios,19016,535053,4149689,8628434,7.2246,23.7325,,
2021-04-19,A,X,ios,34722,1085649,6565230,10585141,12.2872,56.1088,,
2021-04-19,A,Z,ios,836,8084,41563,50321,0.1092,4.3045,,
2021-04-19,B,Y,ios,8055,49794,247711,567958,2.0979,6.3959,,
2021-04-19,B,X,ios,18894,207428,1092649,2432815,8.7392,52.7572,,
2021-04-19,B,Z,ios,11610,105981,559710,1154333,4.4651,35.2508,,
2021-04-26,A,Y,ios,20124,602542,4595152,9567447,8.1928,26.0339,,
2021-04-26,A,X,ios,37278,1099723,6280648,10156499,12.5336,56.3601,,
2021-04-26,A,Z,ios,826,6952,36081,41817,0.0945,3.8082,,
2021-04-26,B,Y,ios,6190,45805,206082,530874,1.9193,6.1107,,
2021-04-26,B,X,ios,17109,199590,1040778,2505521,8.363,51.328,,
2021-04-26,B,Z,ios,10772,117462,623340,1544391,4.9218,38.6269,,
2021-05-03,A,Y,ios,21558,593682,4315495,8652361,8.0724,25.5659,,
2021-05-03,A,X,ios,37903,1122782,6318329,9914609,12.7964,57.6594,,
2021-05-03,A,Z,ios,690,3790,19102,23300,0.0515,2.2838,,
2021-05-03,B,Y,ios,5004,45868,203843,490845,1.9219,6.02,,
2021-05-03,B,X,ios,14312,186203,1024916,2319662,7.8021,48.6447,,
2021-05-03,B,Z,ios,7853,103107,563568,1322631,4.3203,34.6377,,
2021-05-10,A,Y,ios,20852,625205,4793656,10453061,8.501,27.5857,,
2021-05-10,A,X,ios,32134,1107121,6302519,10297784,12.6179,56.9654,,
2021-05-10,A,Z,ios,606,10667,56919,70226,0.145,4.7165,,
2021-05-10,B,Y,ios,5767,44468,215936,553361,1.8633,5.7697,,
2021-05-10,B,X,ios,17850,204530,1078287,2562736,8.57,52.0168,,
2021-05-10,B,Z,ios,10556,105743,523088,1107591,4.4307,33.9616,,
2021-05-17,A,Y,ios,22931,676824,5231288,11342915,9.2029,29.5997,,
2021-05-17,A,X,ios,36437,1211887,7294801,12393425,13.8119,61.7995,,
2021-05-17,A,Z,ios,663,3777,19342,23079,0.0514,1.9176,,
2021-05-17,B,Y,ios,5921,40695,233107,559830,1.7051,5.3347,,
2021-05-17,B,X,ios,12351,194569,1002738,2334916,8.1526,48.3142,,
2021-05-17,B,Z,ios,6955,87342,469841,1102956,3.6597,28.6803,,
2021-05-24,A,Y,ios,20072,630096,4732692,10315783,8.5675,26.9401,,
2021-05-24,A,X,ios,29968,1103687,6475229,11060798,12.5787,56.6752,,
2021-05-24,A,Z,ios,545,4233,21396,25599,0.0576,2.0986,,
2021-05-24,B,Y,ios,6163,51536,254481,634602,2.1594,6.1032,,
2021-05-24,B,X,ios,9605,177654,1042104,2525594,7.4439,44.8873,,
2021-05-24,B,Z,ios,4996,86672,438471,832442,3.6317,28.4596,,
2021-05-31,A,Y,ios,17803,565231,3932954,7618832,7.6859,24.2997,,
2021-05-31,A,X,ios,26628,1099937,6416287,11003348,12.5366,55.8815,,
2021-05-31,A,Z,ios,475,4119,21919,25852,0.056,2.0532,,
2021-05-31,B,Y,ios,5342,45400,205594,486873,1.8818,5.5676,,
2021-05-31,B,X,ios,9087,185122,1008979,2420716,7.6734,47.1739,,
2021-05-31,B,Z,ios,3770,71497,404796,936973,2.9636,23.519,,
2021-06-07,A,Y,ios,18993,596780,4297639,8915307,8.1149,25.7391,,
2021-06-07,A,X,ios,30370,1138381,6857380,11740883,12.9748,59.0543,,
2021-06-07,A,Z,ios,760,3168,16754,20622,0.0431,1.6557,,
2021-06-07,B,Y,ios,5068,40205,196309,506209,1.6665,5.1245,,
2021-06-07,B,X,ios,9532,173281,972285,2312398,7.1826,44.2318,,
2021-06-07,B,Z,ios,4625,79065,455143,975613,3.2773,26.0796,,
2021-06-14,A,Y,ios,18028,601580,4395390,9569086,8.1802,25.5615,,
2021-06-14,A,X,ios,29492,1139164,7226212,13336989,12.9837,57.5609,,
2021-06-14,A,Z,ios,544,7894,41218,51499,0.1073,3.1773,,
2021-06-14,B,Y,ios,4695,35659,190705,451479,1.4781,4.6971,,
2021-06-14,B,X,ios,8429,174204,1042505,2632463,7.2208,44.7812,,
2021-06-14,B,Z,ios,3724,76078,423237,936282,3.1535,25.5062,,
2021-06-21,A,Y,ios,23172,624723,4350745,8821193,8.4948,26.9641,,
2021-06-21,A,X,ios,41299,1210873,8201264,15707942,13.801,62.061,,
2021-06-21,A,Z,ios,566,6920,36646,42228,0.0941,2.8559,,
2021-06-21,B,Y,ios,6289,48160,215381,461021,1.9962,5.9258,,
